Name,Scaffold_SMILES,MW,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeteroatoms,NumValenceElectrons,NumRadicalElectrons,QED
Imatinib,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,465.561,3.94,3.0,7.0,95.07,7.0,4.0,1.0,1.0,8.0,176.0,0.0,0.381
Imipenem,O=C1CC2CC=CN12,109.128,0.505,0.0,1.0,20.31,0.0,0.0,2.0,1.0,2.0,42.0,0.0,0.415
Imipramine,c1ccc2c(c1)CCc1ccccc1N2,195.265,3.529,1.0,1.0,12.03,0.0,2.0,1.0,0.0,1.0,74.0,0.0,0.678
Imiquimod,c1ccc2c(c1)ncc1nc[nH]c12,169.187,2.111,1.0,2.0,41.57,0.0,3.0,0.0,0.0,3.0,62.0,0.0,0.56
Indacaterol,O=c1ccc2c(CCNC3Cc4ccccc4C3)cccc2[nH]1,304.393,2.828,2.0,2.0,44.89,4.0,3.0,1.0,0.0,3.0,116.0,0.0,0.778
Indapamide,O=C(NN1CCc2ccccc21)c1ccccc1,238.29,2.394,1.0,2.0,32.34,2.0,2.0,1.0,0.0,3.0,90.0,0.0,0.871
Indecainide,c1ccc2c(c1)Cc1ccccc1-2,166.223,3.258,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,62.0,0.0,0.481
Indomethacin,O=C(c1ccccc1)n1ccc2ccccc21,221.259,3.33,0.0,2.0,22.0,1.0,3.0,0.0,0.0,2.0,82.0,0.0,0.617
Ingenol Mebutate,O=C1C2C=CCC3CC=CC13CCC1CC12,214.308,3.124,0.0,1.0,17.07,0.0,0.0,4.0,2.0,1.0,84.0,0.0,0.566
Iobenguane,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Ioflupane I 123,c1ccc(C2CC3CCC(C2)N3)cc1,187.286,2.685,1.0,1.0,12.03,1.0,1.0,2.0,2.0,1.0,74.0,0.0,0.712
Ipratropium bromide,O=C(Cc1ccccc1)OC1CC2CCC(C1)[NH2+]2,246.33,1.029,1.0,2.0,42.91,3.0,1.0,2.0,2.0,3.0,96.0,0.0,0.809
Irbesartan,O=C1N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C=NC12CCCC2,372.432,3.217,1.0,5.0,87.13,4.0,3.0,2.0,1.0,7.0,140.0,0.0,0.762
Iron,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Isocarboxazid,O=C(NNCc1ccccc1)c1ccon1,217.228,1.109,2.0,4.0,67.16,4.0,2.0,0.0,0.0,5.0,82.0,0.0,0.753
Isoetharine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Isoflurane,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Isoflurophate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Isometheptene,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Isoniazid,c1ccncc1,79.102,1.082,0.0,1.0,12.89,0.0,1.0,0.0,0.0,1.0,30.0,0.0,0.453
Isopropamide,c1ccc(Cc2ccccc2)cc1,168.239,3.277,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,64.0,0.0,0.645
Isoproterenol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Isosorbide Dinitrate,C1CC2OCCC2O1,114.144,0.564,0.0,2.0,18.46,0.0,0.0,2.0,2.0,2.0,46.0,0.0,0.458
Isosorbide Mononitrate,C1CC2OCCC2O1,114.144,0.564,0.0,2.0,18.46,0.0,0.0,2.0,2.0,2.0,46.0,0.0,0.458
Isothipendyl,c1ccc2c(c1)Nc1ncccc1S2,200.266,3.29,1.0,3.0,24.92,0.0,2.0,1.0,0.0,3.0,68.0,0.0,0.602
Isradipine,C1=CC(c2cccc3nonc23)C=CN1,199.213,1.937,1.0,4.0,50.95,1.0,2.0,1.0,0.0,4.0,74.0,0.0,0.762
Ketamine,O=C1CCCCC1c1ccccc1,174.243,2.913,0.0,1.0,17.07,1.0,1.0,1.0,1.0,1.0,68.0,0.0,0.639
Ketazolam,O=C1CN2C(=O)C=COC2(c2ccccc2)c2ccccc2N1,306.321,2.212,1.0,3.0,58.64,1.0,2.0,2.0,0.0,5.0,114.0,0.0,0.879
Ketoprofen,O=C(c1ccccc1)c1ccccc1,182.222,2.918,0.0,1.0,17.07,2.0,2.0,0.0,0.0,1.0,68.0,0.0,0.652
Ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2,211.264,2.665,0.0,2.0,22.0,2.0,2.0,1.0,0.0,2.0,80.0,0.0,0.7
Ketotifen,O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,295.407,3.672,1.0,3.0,29.1,0.0,2.0,2.0,1.0,3.0,106.0,0.0,0.803
L-Alanine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Asparagine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Aspartic Acid,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Carnitine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Citrulline,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Cysteine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Cystine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Glutamic Acid,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Glutamine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Histidine,c1c[nH]cn1,68.079,0.41,1.0,1.0,28.68,0.0,1.0,0.0,0.0,2.0,26.0,0.0,0.468
L-Isoleucine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Leucine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Lysine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Methionine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Ornithine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Phenylalanine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
L-Proline,C1CCNC1,71.123,0.37,1.0,1.0,12.03,0.0,0.0,1.0,1.0,1.0,30.0,0.0,0.435
L-Serine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Threonine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
L-Tryptophan,c1ccc2[nH]ccc2c1,117.151,2.168,1.0,0.0,15.79,0.0,2.0,0.0,0.0,1.0,44.0,0.0,0.544
L-Tyrosine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
L-Valine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Labetalol,c1ccc(CCCNCCc2ccccc2)cc1,239.362,3.452,1.0,1.0,12.03,7.0,2.0,0.0,0.0,1.0,94.0,0.0,0.73
Lacosamide,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Lamivudine,O=c1ncccn1C1CSCO1,184.22,0.463,0.0,5.0,44.12,1.0,1.0,1.0,1.0,5.0,64.0,0.0,0.636
Lamotrigine,c1ccc(-c2cncnn2)cc1,157.176,1.539,0.0,3.0,38.67,1.0,2.0,0.0,0.0,3.0,58.0,0.0,0.63
Lansoprazole,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,257.318,2.266,1.0,3.0,58.64,3.0,3.0,0.0,0.0,5.0,90.0,0.0,0.783
Latanoprost,c1ccc(CCCCCC2CCCC2)cc1,216.368,4.98,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,88.0,0.0,0.588
Leflunomide,O=C(Nc1ccccc1)c1cnoc1,188.186,1.927,1.0,3.0,55.13,2.0,2.0,0.0,0.0,4.0,70.0,0.0,0.783
Lenalidomide,O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1,244.25,0.448,1.0,3.0,66.48,1.0,1.0,2.0,1.0,5.0,92.0,0.0,0.729
Letrozole,c1ccc(C(c2ccccc2)n2cncn2)cc1,235.29,2.916,0.0,3.0,30.71,3.0,3.0,0.0,0.0,3.0,88.0,0.0,0.698
Levallorphan,c1ccc2c(c1)CC1NCCC23CCCCC13,227.351,3.033,1.0,1.0,12.03,0.0,1.0,3.0,2.0,1.0,90.0,0.0,0.718
Levamisole,c1ccc(C2CN3CCSC3=N2)cc1,204.298,2.146,0.0,3.0,15.6,1.0,1.0,2.0,1.0,3.0,72.0,0.0,0.696
Levetiracetam,O=C1CCCN1,85.106,-0.104,1.0,1.0,29.1,0.0,0.0,1.0,1.0,2.0,34.0,0.0,0.437
Levobunolol,O=C1CCCc2ccccc21,146.189,2.206,0.0,1.0,17.07,0.0,1.0,1.0,0.0,1.0,56.0,0.0,0.548
Levobupivacaine,O=C(Nc1ccccc1)C1CCCCN1,204.273,1.767,2.0,2.0,41.13,2.0,1.0,1.0,1.0,3.0,80.0,0.0,0.77
Levocabastine,c1ccc(C2CCC(N3CCC(c4ccccc4)CC3)CC2)cc1,319.492,5.592,0.0,1.0,3.24,3.0,2.0,2.0,2.0,1.0,126.0,0.0,0.712
Levodopa,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Levofloxacin,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,271.32,0.803,1.0,5.0,46.5,1.0,2.0,2.0,1.0,5.0,104.0,0.0,0.833
Levomethadyl Acetate,c1ccc(Cc2ccccc2)cc1,168.239,3.277,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,64.0,0.0,0.645
Levomilnacipran,c1ccc(C2CC2)cc1,118.179,2.564,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,46.0,0.0,0.531
Levonordefrin,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Levonorgestrel,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,244.378,4.128,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,98.0,0.0,0.626
Levorphanol,c1ccc2c(c1)CC1NCCC23CCCCC13,227.351,3.033,1.0,1.0,12.03,0.0,1.0,3.0,2.0,1.0,90.0,0.0,0.718
Levosimendan,O=C1CCC(c2ccccc2)=NN1,174.203,1.301,1.0,2.0,41.46,1.0,1.0,1.0,0.0,3.0,66.0,0.0,0.685
Lidocaine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Lindane,C1CCCCC1,84.162,2.341,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.422
Linezolid,O=C1OCCN1c1ccc(N2CCOCC2)cc1,248.282,1.48,0.0,4.0,42.01,2.0,1.0,2.0,2.0,5.0,96.0,0.0,0.795
Lipoic Acid,C1CSSC1,106.215,1.772,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,30.0,0.0,0.432
Lisdexamfetamine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Lisinopril,O=C(CNCCCc1ccccc1)N1CCCC1,246.354,1.831,1.0,2.0,32.34,6.0,1.0,1.0,1.0,3.0,98.0,0.0,0.777
Lisuride,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,210.28,2.469,2.0,1.0,27.82,0.0,2.0,2.0,0.0,2.0,80.0,0.0,0.687
Lithium,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Lofexidine,c1ccc(OCC2=NCCN2)cc1,176.219,1.067,1.0,3.0,33.62,3.0,1.0,1.0,0.0,3.0,68.0,0.0,0.747
Lomefloxacin,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,229.283,0.938,2.0,3.0,48.13,1.0,2.0,1.0,1.0,4.0,88.0,0.0,0.765
Lomustine,C1CCCCC1,84.162,2.341,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.422
Loracarbef,O=C(Cc1ccccc1)NC1C(=O)N2C=CCCC12,256.305,1.232,1.0,2.0,49.41,3.0,1.0,2.0,1.0,4.0,98.0,0.0,0.827
Loratadine,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,276.383,3.366,1.0,2.0,24.92,0.0,2.0,2.0,1.0,2.0,106.0,0.0,0.798
Lorazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Lornoxicam,O=C1C(=CNc2ccccn2)NS(=O)(=O)c2ccsc21,307.356,1.571,2.0,6.0,88.16,2.0,2.0,1.0,0.0,8.0,102.0,0.0,0.822
Losartan,c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3ccnc3)cc2)c1,302.341,2.779,1.0,5.0,72.28,4.0,4.0,0.0,0.0,6.0,112.0,0.0,0.629
Loteprednol,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Lovastatin,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,260.377,4.165,0.0,2.0,26.3,3.0,0.0,3.0,1.0,2.0,104.0,0.0,0.712
Loxapine,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2,279.343,2.776,1.0,4.0,36.86,0.0,2.0,2.0,1.0,4.0,106.0,0.0,0.805
Lubiprostone,O=C1CC2CCCOC2C1,140.182,1.145,0.0,2.0,26.3,0.0,0.0,2.0,2.0,2.0,56.0,0.0,0.504
Lucanthone,O=c1c2ccccc2sc2ccccc12,212.273,3.415,0.0,2.0,17.07,0.0,3.0,0.0,0.0,2.0,72.0,0.0,0.522
Lumiracoxib,c1ccc(Nc2ccccc2)cc1,169.227,3.43,1.0,1.0,12.03,2.0,2.0,0.0,0.0,1.0,64.0,0.0,0.726
Lurasidone,O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1,492.689,4.256,0.0,6.0,56.75,5.0,2.0,5.0,5.0,7.0,186.0,0.0,0.584
Magnesium oxide,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Magnesium salicylate,c1ccccc1.c1ccccc1,156.228,3.373,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,60.0,0.0,0.548
Magnesium Sulfate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Malathion,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Maprotiline,c1ccc2c(c1)C1CCC2c2ccccc21,206.288,4.058,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,78.0,0.0,0.61
Masoprocol,c1ccc(CCCCc2ccccc2)cc1,210.32,4.252,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,82.0,0.0,0.647
Mazindol,c1ccc(C2c3ccccc3C3=NCCN32)cc1,234.302,2.852,0.0,2.0,15.6,1.0,2.0,2.0,0.0,2.0,88.0,0.0,0.74
Mebendazole,O=C(c1ccccc1)c1ccc2nc[nH]c2c1,222.247,2.794,1.0,2.0,45.75,2.0,3.0,0.0,0.0,3.0,82.0,0.0,0.677
Mecamylamine,C1CC2CCC1C2,96.173,2.197,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,40.0,0.0,0.433
Mechlorethamine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Meclofenamic acid,c1ccc(Nc2ccccc2)cc1,169.227,3.43,1.0,1.0,12.03,2.0,2.0,0.0,0.0,1.0,64.0,0.0,0.726
Medroxyprogesterone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,244.378,4.128,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,98.0,0.0,0.626
Medrysone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,244.378,4.128,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,98.0,0.0,0.626
Mefenamic acid,c1ccc(Nc2ccccc2)cc1,169.227,3.43,1.0,1.0,12.03,2.0,2.0,0.0,0.0,1.0,64.0,0.0,0.726
Mefloquine,c1ccc2c(CC3CCCCN3)ccnc2c1,226.323,2.919,1.0,2.0,24.92,2.0,2.0,1.0,1.0,2.0,88.0,0.0,0.851
Megestrol,O=C1C=C2C=CC3C4CCCC4CCC3C2CC1,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,2.0,1.0,96.0,0.0,0.629
Melatonin,c1ccc2[nH]ccc2c1,117.151,2.168,1.0,0.0,15.79,0.0,2.0,0.0,0.0,1.0,44.0,0.0,0.544
Meloxicam,O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1,307.356,1.415,2.0,5.0,88.16,2.0,2.0,1.0,0.0,8.0,102.0,0.0,0.878
Melphalan,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Memantine,C1C2CC3CC1CC(C2)C3,136.238,2.833,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,56.0,0.0,0.48
Menadione,O=C1C=CC(=O)c2ccccc21,158.156,1.622,0.0,2.0,34.14,0.0,1.0,1.0,0.0,2.0,58.0,0.0,0.575
Menthol,C1CCCCC1,84.162,2.341,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.422
Mepenzolate,O=C(OC1CCC[NH2+]C1)C(c1ccccc1)c1ccccc1,296.39,2.087,1.0,2.0,42.91,4.0,2.0,1.0,1.0,3.0,114.0,0.0,0.878
Meperidine,c1ccc(C2CCNCC2)cc1,161.248,2.154,1.0,1.0,12.03,1.0,1.0,1.0,1.0,1.0,64.0,0.0,0.665
Mephentermine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Mephenytoin,O=C1NC(=O)C(c2ccccc2)N1,176.175,0.567,2.0,2.0,58.2,1.0,1.0,1.0,1.0,4.0,66.0,0.0,0.614
Mepivacaine,O=C(Nc1ccccc1)C1CCCCN1,204.273,1.767,2.0,2.0,41.13,2.0,1.0,1.0,1.0,3.0,80.0,0.0,0.77
Meprobamate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Mepyramine,c1ccc(CNc2ccccn2)cc1,184.242,2.694,1.0,2.0,24.92,3.0,2.0,0.0,0.0,2.0,70.0,0.0,0.793
Mequitazine,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,322.477,4.631,0.0,3.0,6.48,2.0,2.0,4.0,3.0,3.0,118.0,0.0,0.796
Mercaptopurine,S=c1nc[nH]c2nc[nH]c12,152.182,1.015,2.0,3.0,57.36,0.0,2.0,0.0,0.0,5.0,50.0,0.0,0.554
Meropenem,O=C1CC2CC(SC3CCNC3)=CN12,210.302,0.927,1.0,3.0,32.34,2.0,0.0,3.0,2.0,4.0,76.0,0.0,0.688
Mesalazine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Mesoridazine,c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1,310.466,4.822,1.0,3.0,15.27,3.0,2.0,2.0,1.0,3.0,114.0,0.0,0.875
Mestranol,c1ccc2c(c1)CCC1C2CCC2CCCC21,226.363,4.543,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,90.0,0.0,0.609
Metaraminol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Metaxalone,O=C1NCC(COc2ccccc2)O1,193.202,1.174,1.0,3.0,47.56,3.0,1.0,1.0,1.0,4.0,74.0,0.0,0.784
Metformin,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Methacholine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Methadone,c1ccc(Cc2ccccc2)cc1,168.239,3.277,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,64.0,0.0,0.645
Methadyl Acetate,c1ccc(Cc2ccccc2)cc1,168.239,3.277,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,64.0,0.0,0.645
Methamphetamine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Methantheline,c1ccc2c(c1)Cc1ccccc1O2,182.222,3.383,0.0,1.0,9.23,0.0,2.0,1.0,0.0,1.0,68.0,0.0,0.518
Metharbital,O=C1CC(=O)NC(=O)N1,128.087,-1.258,2.0,3.0,75.27,0.0,0.0,1.0,1.0,5.0,48.0,0.0,0.4
Methazolamide,N=c1[nH]ncs1,101.134,-0.049,2.0,3.0,52.53,0.0,1.0,0.0,0.0,4.0,32.0,0.0,0.473
Methdilazine,c1ccc2c(c1)Sc1ccccc1N2CC1CCNC1,282.412,3.899,1.0,3.0,15.27,2.0,2.0,2.0,1.0,3.0,102.0,0.0,0.899
Methimazole,S=c1[nH]cc[nH]1,100.146,1.072,2.0,1.0,31.58,0.0,1.0,0.0,0.0,3.0,32.0,0.0,0.469
Methocarbamol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Methohexital,O=C1CC(=O)NC(=O)N1,128.087,-1.258,2.0,3.0,75.27,0.0,0.0,1.0,1.0,5.0,48.0,0.0,0.4
Methotrimeprazine,c1ccc2c(c1)Nc1ccccc1S2,199.278,3.895,1.0,2.0,12.03,0.0,2.0,1.0,0.0,2.0,68.0,0.0,0.589
Methoxamine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Methoxsalen,O=c1ccc2cc3ccoc3cc2o1,186.166,2.539,0.0,3.0,43.35,0.0,3.0,0.0,0.0,3.0,68.0,0.0,0.506
Methoxyflurane,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Methsuximide,O=C1CC(c2ccccc2)C(=O)N1,175.187,0.817,1.0,2.0,46.17,1.0,1.0,1.0,1.0,3.0,66.0,0.0,0.642
Methyclothiazide,O=S1(=O)NCNc2ccccc21,184.22,0.348,2.0,3.0,58.2,0.0,1.0,1.0,0.0,5.0,64.0,0.0,0.611
Methyl aminolevulinate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Methyldopa,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Methylergonovine,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,210.28,2.469,2.0,1.0,27.82,0.0,2.0,2.0,0.0,2.0,80.0,0.0,0.687
Methylnaltrexone,O=C1CCC2C3Cc4cccc5c4C2(CC[NH+]3CC2CC2)C1O5,310.417,1.288,1.0,2.0,30.74,2.0,1.0,5.0,3.0,3.0,120.0,0.0,0.892
Methylphenidate,c1ccc(CC2CCCCN2)cc1,175.275,2.371,1.0,1.0,12.03,2.0,1.0,1.0,1.0,1.0,70.0,0.0,0.727
Methylphenobarbital,O=C1NC(=O)C(c2ccccc2)C(=O)N1,204.185,0.136,2.0,3.0,75.27,1.0,1.0,1.0,1.0,5.0,76.0,0.0,0.639
Methylprednisolone,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Methylscopolamine,O=C(Cc1ccccc1)OC1CC2[NH2+]C(C1)C1OC21,260.313,0.016,1.0,3.0,55.44,3.0,1.0,3.0,3.0,4.0,100.0,0.0,0.615
Methyltestosterone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,244.378,4.128,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,98.0,0.0,0.626
Methyprylon,O=C1CCNC(=O)C1,113.116,-0.534,1.0,2.0,46.17,0.0,0.0,1.0,1.0,3.0,44.0,0.0,0.429
Methysergide,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,210.28,2.469,2.0,1.0,27.82,0.0,2.0,2.0,0.0,2.0,80.0,0.0,0.687
Meticillin,O=C(NC1C(=O)N2CCSC12)c1ccccc1,248.307,0.7,1.0,3.0,49.41,2.0,1.0,2.0,2.0,5.0,88.0,0.0,0.784
Metipranolol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Metoclopramide,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Metolazone,O=C1c2ccccc2NCN1c1ccccc1,224.263,2.716,1.0,2.0,32.34,1.0,2.0,1.0,0.0,3.0,84.0,0.0,0.807
Metoprolol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Metronidazole,c1c[nH]cn1,68.079,0.41,1.0,1.0,28.68,0.0,1.0,0.0,0.0,2.0,26.0,0.0,0.468
Metyrapone,O=C(Cc1cccnc1)c1cccnc1,198.225,1.902,0.0,3.0,42.85,3.0,2.0,0.0,0.0,3.0,74.0,0.0,0.707
Metyrosine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Mexiletine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Mianserin,c1ccc2c(c1)Cc1ccccc1N1CCNCC21,250.345,2.742,1.0,2.0,15.27,0.0,2.0,2.0,1.0,2.0,96.0,0.0,0.773
Midazolam,c1ccc(C2=NCc3cncn3-c3ccccc32)cc1,259.312,3.223,0.0,3.0,30.18,1.0,3.0,1.0,0.0,3.0,96.0,0.0,0.66
Midodrine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Miglustat,C1CCNCC1,85.15,0.76,1.0,1.0,12.03,0.0,0.0,1.0,1.0,1.0,36.0,0.0,0.458
Milnacipran,c1ccc(C2CC2)cc1,118.179,2.564,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,46.0,0.0,0.531
